Model,Description,Prefix,Design,Size
CR5712GR,"Soup Bowl, 15 oz., 7-1/4"" dia., break-resistant, dishwasher safe, melamine, green, BPA free, NSF",CR57,,
CR5712PR,"Soup Bowl, 15 oz., 7-1/4"" dia., break-resistant, dishwasher safe, melamine, pure red, BPA free, NSF",CR57,,
CR5712RD,"Soup Bowl, 15 oz., 7-1/4"" dia., break-resistant, dishwasher safe, melamine, orange, BPA free, NSF",CR57,,
CR5712V,"Soup Bowl, 15 oz., 7-1/4"" dia., break-resistant, dishwasher safe, melamine, ivory, BPA free, NSF",CR57,,
CR5712W,"Soup Bowl, 15 oz., 7-1/4"" dia., break-resistant, dishwasher safe, melamine, white, BPA free, NSF",CR57,,
CR5712YW,"Soup Bowl, 15 oz., 7-1/4"" dia., break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF",CR57,,
CR5716BU,"Soup Bowl, 18 oz., 7-1/2"" dia., break-resistant, dishwasher safe, melamine, purple, BPA free, NSF",CR57,,
CR5716GR,"Soup Bowl, 18 oz., 7-1/2"" dia., break-resistant, dishwasher safe, melamine, green, BPA free, NSF",CR57,,
CR5716PR,"Soup Bowl, 18 oz., 7-1/2"" dia., break-resistant, dishwasher safe, melamine, pure red, BPA free, NSF",CR57,,
CR5716RD,"Soup Bowl, 18 oz., 7-1/2"" dia., break-resistant, dishwasher safe, melamine, orange, BPA free, NSF",CR57,,
CR5716V,"Soup Bowl, 18 oz., 7-1/2"" dia., break-resistant, dishwasher safe, melamine, ivory, BPA free, NSF",CR57,,
CR5716W,"Soup Bowl, 18 oz., 7-1/2"" dia., break-resistant, dishwasher safe, melamine, white, BPA free, NSF",CR57,,
CR5716YW,"Soup Bowl, 18 oz., 7-1/2"" dia., break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF",CR57,,
CR5804BU,"Soup Bowl, 10 oz., 4-5/8"" dia., break-resistant, dishwasher safe, melamine, purple, BPA free, NSF",CR5804,,
CR5804GR,"Soup Bowl, 10 oz., 4-5/8"" dia., break-resistant, dishwasher safe, melamine, green, BPA free, NSF",CR5804,,
CR5804PR,"Soup Bowl, 10 oz., 4-5/8"" dia., break-resistant, dishwasher safe, melamine, pure red, BPA free, NSF",CR5804,,
CR5804RD,"Soup Bowl, 10 oz., 4-5/8"" dia., break-resistant, dishwasher safe, melamine, orange, BPA free, NSF",CR5804,,
CR5804V,"Soup Bowl, 10 oz., 4-5/8"" dia., break-resistant, dishwasher safe, melamine, ivory, BPA free, NSF",CR5804,,
CR5804W,"Soup Bowl, 10 oz., 4-5/8"", break-resistant, dishwasher safe, melamine, white, BPA free, NSF",CR5804,,
CR5804YW,"Soup Bowl, 10 oz., 4-5/8"", break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF",CR5804,,
CR5807BU,"Salad Bowl, 32 oz., 7-1/2"" dia., break-resistant, dishwasher safe, melamine, purple, BPA free, NSF",CR5807,,
CR5807GR,"Salad Bowl, 32 oz., 7-1/2"" dia., break-resistant, dishwasher safe, melamine, green, BPA free, NSF",CR5807,,
CR5807PR,"Salad Bowl, 32 oz., 7-1/2"" dia., break-resistant, dishwasher safe, melamine, pure red, BPA free, NSF",CR5807,,
CR5807RD,"Salad Bowl, 32 oz., 7-1/2"" dia., break-resistant, dishwasher safe, melamine, orange, BPA free, NSF",CR5807,,
CR5807V,"Salad Bowl, 32 oz., 7-1/2"" dia., break-resistant, dishwasher safe, melamine, ivory, BPA free, NSF",CR5807,,
CR5807W,"Salad Bowl, 32 oz., 7-1/2"" dia., break-resistant, dishwasher safe, melamine, white, BPA free, NSF",CR5807,,
CR5807YW,"Salad Bowl, 32 oz., 7-1/2"" dia., break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF",CR5807,,
CR5809BU,"Salad Bowl, 13 oz., 9-1/4"" dia., break-resistant, dishwasher safe, melamine, purple, BPA free, NSF",CR5809,,
CR5809GR,"Salad Bowl, 13 oz., 9-1/4"" dia., break-resistant, dishwasher safe, melamine, green, BPA free, NSF",CR5809,,
CR5809PR,"Salad Bowl, 13 oz., 9-1/4"" dia., break-resistant, dishwasher safe, melamine, pure red, BPA free, NSF",CR5809,,
CR5809RD,"Salad Bowl, 13 oz., 9-1/4"" dia., break-resistant, dishwasher safe, melamine, orange, BPA free, NSF",CR5809,,
CR5809V,"Salad Bowl, 13 oz., 9-1/4"" dia., break-resistant, dishwasher safe, melamine, ivory, BPA free, NSF",CR5809,,
CR5809W,"Salad Bowl, 13 oz., 9-1/4"" dia., break-resistant, dishwasher safe, melamine, white, BPA free, NSF",CR5809,,
CR5809YW,"Salad Bowl, 13 oz., 9-1/4"" dia., break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF",CR5809,,
CR5810BU,"Pasta Bowl, 12 oz., 10-1/4"" dia., round, break-resistant, dishwasher safe, melamine, purple, BPA free, NSF",CR581,,
CR5810GR,"Pasta Bowl, 12 oz., 10-1/4"" dia., round, break-resistant, dishwasher safe, melamine, green, BPA free, NSF",CR581,,
CR5810PR,"Pasta Bowl, 12 oz., 10-1/4"" dia., round, break-resistant, dishwasher safe, melamine, pure red, BPA free, NSF",CR581,,
CR5810R,"Pasta Bowl, 12 oz., 10-1/4"" dia., round, break-resistant, dishwasher safe, melamine, orange, BPA free, NSF",CR581,,
CR5810V,"Pasta Bowl, 12 oz., 10-1/4"" dia., round, break-resistant, dishwasher safe, melamine, ivory, BPA free, NSF",CR581,,
CR5810W,"Pasta Bowl, 12 oz., 10-1/4"" dia., round, break-resistant, dishwasher safe, melamine, white, BPA free, NSF",CR581,,
CR5810YW,"Pasta Bowl, 12 oz., 10-1/4"" dia., round, break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF",CR581,,
CR5811BU,"Pasta Bowl, 16 oz., 11-1/4"" dia., break-resistant, dishwasher safe, melamine, purple, BPA free, NSF",CR581,,
CR5811GR,"Pasta Bowl, 16 oz., 11-1/4"" dia., break-resistant, dishwasher safe, melamine, green, BPA free, NSF",CR581,,
CR5811PR,"Pasta Bowl, 16 oz., 11-1/4"" dia., break-resistant, dishwasher safe, melamine, pure red, BPA free, NSF",CR581,,
CR5811RD,"Pasta Bowl, 16 oz., 11-1/4"" dia., break-resistant, dishwasher safe, melamine, orange, BPA free, NSF",CR581,,
CR5811V,"Pasta Bowl, 16 oz., 11-1/4"" dia., break-resistant, dishwasher safe, melamine, ivory, BPA free, NSF",CR581,,
CR5811W,"Pasta Bowl, 16 oz., 11-1/4"" dia., break-resistant, dishwasher safe, melamine, white, BPA free, NSF",CR581,,
CR5811YW,"Pasta Bowl, 16 oz., 11-1/4"" dia., break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF",CR581,,
CR710BU,"Compartment Plate, 10-1/4"" dia., round, 3-wells, break-resistant, dishwasher safe, BPA free, melamine, purple, NSF",CR7,,
CR710GR,"Compartment Plate, 10-1/4"" dia., round, 3-wells, break-resistant, dishwasher safe, BPA free, melamine, green, NSF",CR7,,
CR710PR,"Compartment Plate, 10-1/4"" dia., round, 3-wells, break-resistant, dishwasher safe, BPA free, melamine, pure red, NSF",CR7,,
CR710RD,"Compartment Plate, 10-1/4"" dia., round, 3-wells, break-resistant, dishwasher safe, BPA free, melamine, orange, NSF",CR7,,
CR710V,"Compartment Plate, 10-1/4"" dia., round, 3-wells, break-resistant, dishwasher safe, BPA free, melamine, ivory, NSF",CR7,,
CR710W,"Compartment Plate, 10-1/4"" dia., round, 3-wells, break-resistant, dishwasher safe, BPA free, melamine, white, NSF",CR7,,
CR710YW,"Compartment Plate, 10-1/4"" dia., round, 3-wells, break-resistant, dishwasher safe, BPA free, melamine, yellow, NSF",CR7,,
CR804BK,"Bowl, 12 oz., 6-1/2"" x 6-5/8"" x 3-1/4""H, cascading, break-resistant, /dishwasher safe, melamine, Classic, black, BPA free, NSF",CR8,,
CR804PR,"Bowl, 12 oz., 6-1/2"" x 6-5/8"" x 3-1/4""H, cascading, break-resistant, dishwasher safe, melamine, pure red, BPA free, NSF",CR8,,
CR804W,"Bowl, 12 oz., 6-1/2"" x 6-5/8"" x 3-1/4""H, cascading, break-resistant, dishwasher safe, melamine, Classic, white, BPA free, NSF",CR8,,
CR804YW,"Bowl, 12 oz., 6-1/2"" x 6-5/8"" x 3-1/4""H cascading, break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF",CR8,,
CR805BK,"Bowl, 16 oz., 8-1/4"" dia. x 4-3/16""H, cascading, break-resistant, dishwasher safe, melamine, Classic, black, BPA free, NSF",CR8,,
CR805PR,"Bowl, 16 oz., 8-1/4"" dia. x 4-3/16""H, cascading, break-resistant, dishwasher safe, melamine, pure red, BPA free, NSF",CR8,,
CR805W,"Bowl, 16 oz., 8-1/4"" dia. x 4-3/16""H, cascading, break-resistant, dishwasher safe, melamine, Classic, white, BPA free, NSF",CR8,,
CR805YW,"Bowl, 16 oz., 8-1/4"" dia. x 4-3/16""H, cascading, break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF",CR8,,
CR806BK,"Bowl, 24 oz., 9-3/10"" dia. x 4-9/10""H, cascading, break-resistant, dishwasher safe, melamine, Classic, black, BPA free, NSF",CR8,,
CR806PR,"Bowl, 24 oz., 9-3/10"" dia. x 4-9/10""H, cascading, break-resistant, dishwasher safe, melamine, pure red, BPA free, NSF",CR8,,
CR806W,"Bowl, 24 oz., 9-3/10"" dia. x 4-9/10""H, cascading, break-resistant, dishwasher safe, melamine, Classic, white, BPA free, NSF",CR8,,
CR806YW,"Bowl, 24 oz., 9-3/10"" dia. x 4-9/10""H, cascading, break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF",CR8,,
CR807BK,"Bowl, 35 oz., 10-1/3"" dia. x 5-5/16""H, cascading, break-resistant, dishwasher safe, melamine, Classic, black, BPA free, NSF",CR8,,
CR807PR,"Bowl, 35 oz., 10-1/3"" dia. x 5-5/16""H, cascading, break-resistant, dishwasher safe, melamine, pure red, BPA free, NSF",CR8,,
CR807W,"Bowl, 35 oz., 10-1/3"" dia. x 5-5/16""H, cascading, break-resistant, dishwasher safe, melamine, Classic, white, BPA free, NSF",CR8,,
CR807YW,"Bowl, 35 oz., 10-1/3"" dia. x 5-5/16""H, cascading, break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF",CR8,,
CR9010BU,"Mug, 8 oz., break-resistant, dishwasher safe, melamine, purple, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9010,,
CR9010GR,"Mug, 8 oz., break-resistant, dishwasher safe, melamine, green, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9010,,
CR9010PR,"Mug, 8 oz., break-resistant, dishwasher safe, melamine, pure red, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9010,,
CR9010RD,"Mug, 8 oz., break-resistant, dishwasher safe, melamine, orange, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9010,,
CR9010V,"Mug, 8 oz., break-resistant, dishwasher safe, melamine, ivory, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9010,,
CR9010W,"Mug, 8 oz., break-resistant, dishwasher safe, melamine, white, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9010,,
CR9010YW,"Mug, 8 oz., break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9010,,
CR9016BU,"Soup Mug, 10 oz., 4"" dia., with c-handle, break-resistant, dishwasher safe, melamine, purple, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9016,,
CR9016GR,"Soup Mug, 10 oz., 4"" dia., with c-handle, break-resistant, dishwasher safe, melamine, green, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9016,,
CR9016PR,"Soup Mug, 10 oz., 4"" dia., with c-handle, break-resistant, dishwasher safe, melamine, pure red, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9016,,
CR9016RD,"Soup Mug, 10 oz., 4"" dia., with c-handle, break-resistant, dishwasher safe, melamine, orange, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9016,,
CR9016V,"Soup Mug, 10 oz., 4"" dia., with c-handle, break-resistant, dishwasher safe, melamine, ivory, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9016,,
CR9016W,"Soup Mug, 10 oz., 4"" dia., with c-handle, break-resistant, dishwasher safe, melamine, white, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9016,,
CR9016YW,"Soup Mug, 10 oz., 4"" dia., with c-handle, break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9016,,
CR9018BU,"Mug/Cup, 7 oz., 3-1/8"" dia., break-resistant, dishwasher safe, melamine, purple, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9018,,
CR9018GR,"Mug/Cup, 7 oz., 3-1/8"" dia., break-resistant, dishwasher safe, melamine, green, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9018,,
CR9018PR,"Mug/Cup, 7 oz., 3-1/8"" dia., break-resistant, dishwasher safe, melamine, pure red, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9018,,
CR9018RD,"Mug/Cup, 7 oz., 3-1/8"" dia., break-resistant, dishwasher safe, melamine, orange, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9018,,
CR9018V,"Mug/Cup, 7 oz., 3-1/8"" dia., break-resistant, dishwasher safe, melamine, ivory, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9018,,
CR9018W,"Mug/Cup, 7 oz., 3-1/8"" dia., break-resistant, dishwasher safe, melamine, white, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9018,,
CR9018YW,"Mug/Cup, 7 oz., 3-1/8"" dia., break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR9018,,
CR9035BU,"Mug, 10 oz., break-resistant, dishwasher safe, melamine, purple, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR903,,
CR9035GR,"Mug, 10 oz., break-resistant, dishwasher safe, melamine, green **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR903,,
CR9035PR,"Mug, 10 oz., break-resistant, dishwasher safe, melamine, pure red, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR903,,
CR9035RD,"Mug, 10 oz., break-resistant, dishwasher safe, melamine, orange, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR903,,
CR9035V,"Mug, 10 oz., break-resistant, dishwasher safe, melamine, ivory, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR903,,
CR9035W,"Mug, 10 oz., break-resistant, dishwasher safe, melamine, white, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR903,,
CR9035YW,"Mug, 10 oz., break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF **For melamine Cups and Mugs; heat resistant temperature is up to 120 degree F.**",CR903,,
CR9108BU,"Saucer, 5-1/2"" dia., break-resistant, dishwasher safe, BPA free, melamine, purple, NSF, (for CR313/CR5044/ML901/ML9011)",CR91,,
CR9108GR,"Saucer, 5-1/2"" dia., break-resistant, dishwasher safe, BPA free, melamine, green, NSF, (for CR313/CR5044/ML901/ML9011)",CR91,,
CR9108PR,"Saucer, 5-1/2"" dia., break-resistant, dishwasher safe, BPA free, melamine, pure red, NSF, (for CR313/CR5044/ML901/ML9011)",CR91,,
CR9108RD,"Saucer, 5-1/2"" dia., break-resistant, dishwasher safe, BPA free, melamine, orange, NSF, (for CR313/CR5044/ML901/ML9011)",CR91,,
CR9108V,"Saucer, 5-1/2"" dia., break-resistant, dishwasher safe, BPA free, melamine, ivory, NSF, (for CR313/CR5044/ML901/ML9011)",CR91,,
CR9108W,"Saucer, 5-1/2"" dia., break-resistant, dishwasher safe, BPA free, melamine, white, NSF, (for CR313/CR5044/ML901/ML9011)",CR91,,
CR9108YW,"Saucer, 5-1/2"" dia., for the 3 1/8"" melamine mug, break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF",CR91,,
CR9303BU,"Saucer, 5-1/2"" dia., for CR303/CR9018, break-resistant, dishwasher safe, melamine, purple, BPA free, NSF",CR93,,
CR9303GR,"Saucer, 5-1/2"" dia., for CR303/CR9018, break-resistant, dishwasher safe, melamine, green, BPA free, NSF",CR93,,
CR9303PR,"Saucer, 5-1/2"" dia., for CR303/CR9018, break-resistant, dishwasher safe, melamine, pure red, BPA free, NSF",CR93,,
CR9303RD,"Saucer, 5-1/2"" dia., for CR303/CR9018, break-resistant, dishwasher safe, melamine, orange, BPA free, NSF",CR93,,
CR9303V,"Saucer, 5-1/2"" dia., for CR303/CR9018, break-resistant, dishwasher safe, melamine, ivory, BPA free, NSF",CR93,,
CR9303W,"Saucer, 5-1/2"" dia., for CR303/CR9018, break-resistant, dishwasher safe, melamine, white, BPA free, NSF",CR93,,
CR9303YW,"Saucer, 5-1/2"" dia., for CR303/CR9018, break-resistant, dishwasher safe, melamine, yellow, BPA free, NSF",CR93,,
CRCCT038,"Croissant Dough Cutter, stainless steel",CRC,,
CRDB1218,"Doughnut Basket, 12"" x 18"" x 2"", nickel plated (24 each minimum order)",CRD,,
CRDB1626,"Doughnut Basket, 16"" x 26"" x 2"", nickel plated (12 each minimum order)",CRD,,
CRHH876,"Ham Holder, 8-1/2"" x 7-1/4"" x 6"", wire, chrome-plated (24 each minimum order)",CRH,,
CRPT1015,"Pizza Pan Rack, 15-tier, 12""L x 12""W x 27-3/4""H, welded, chrome",CRP,,
CRPTS997,"Pizza Tray Stand, 9-1/2"" x 9"" x 6-1/2"", wire, chrome-plated (12 each minimum order)",CRP,,
CRSP435,"Sugar Packet Holder, 4-1/2"" x 3-1/2"" x 5-1/2""H, wire, chrome plated (12 each minimum order)",CRSP4,,
CRSP956,"Salt & Pepper/Sugar Packet Holder, 9"" x 5"" x 5-3/4""H, wire, chrome plated (12 each minimum order)",CRSP9,,
CRTCH008,"Table Card Stand, 8"", wire loop, balanced, chrome plated (12 each minimum order)",CRTC,,
CRTCH012,"Table Card Holder, 12"", wire loop, balanced, chrome plated (12 each minimum order)",CRTC,,
CRTCH014,"Table Card Holder, 14-1/2"", wire loop, balanced, chrome plated (12 each minimum order)",CRTC,,
CRTCH018,"Table Card Holder, 18"", wire loop, balanced, chrome plated (12 each minimum order)",CRTC,,
CRTSCD3812,"Toilet Seat Cover Dispenser, half fold, 16"" x 11-1/2"" x 3"", chrome",CRTS,,
DM005H,"Plate, 5-1/2""dia, round, wide rim, melamine, Graham, NSF",DM0,,
DM005J,"Plate, 5-1/2""dia, round, wide rim, melamine, Jazz, NSF",DM0,,
DM006H,"Plate, 6-1/2""dia, round, wide rim, melamine, Graham, NSF",DM0,,
DM006J,"Plate, 6-1/2""dia, round, wide rim, melamine, Jazz, NSF",DM0,,
DM007H,"Plate, 7-5/8""dia, round, wide rim, melamine, Graham, NSF",DM0,,
DM007J,"Plate, 7-5/8""dia, round, wide rim, melamine, Jazz, NSF",DM0,,
DM009H,"Plate, 9-1/4""dia, round, wide rim, melamine, Graham, NSF",DM0,,
DM009J,"Plate, 9-1/4""dia, round, wide rim, melamine, Jazz, NSF",DM0,,
DM010H,"Plate, 10-1/2""dia, round, wide rim, melamine, Graham, NSF",DM0,,
DM010J,"Plate, 10-1/2""dia, round, wide rim, melamine, Jazz, NSF",DM0,,
DM012H,"Plate, 11-3/4""dia, round, wide rim, melamine, Graham, NSF",DM0,,
DM012J,"Plate, 11-3/4""dia, round, wide rim, melamine, Jazz, NSF",DM0,,
DM209H,"Platter, 9-1/2"" x 7-1/4"", oval, melamine, Graham, NSF",DM2,,
DM209J,"Platter, 9-1/2"" x 7-1/4"", oval, melamine, Jazz, NSF",DM2,,
DM212H,"Platter, 12"" x 9"", oval, melamine, Graham, NSF",DM2,,
DM212J,"Platter, 12"" x 9"", oval, melamine, Jazz, NSF",DM2,,
DM213H,"Platter, 13-1/2"" x 10-1/2"", oval, melamine, Graham, NSF",DM2,,
DM213J,"Platter, 13-1/2"" x 10-1/2"", oval, melamine, Jazz, NSF",DM2,,
DM5044H,"Salad Bowl, 4 oz. capacity, 4-3/4"" dia., round, melamine, Graham, NSF",DM50,,
DM5044J,"Salad Bowl, 4 oz. capacity, 4-3/4"" dia., round, melamine, Jazz, NSF",DM50,,
DM5608H,"Salad Bowl, 8 oz. capacity, 6"" dia., round, melamine, Graham, NSF",DM56,,
DM5608J,"Salad Bowl, 8 oz. capacity, 6"" dia., round, melamine, Jazz, NSF",DM56,,
DM5807H,"Salad Bowl, 32 oz. capacity, 7-1/2"" dia., round, melamine, Graham, NSF",DM580,,
DM5807J,"Salad Bowl, 32 oz. capacity, 7-1/2"" dia., round, melamine, Jazz, NSF",DM580,,
DM5811H,"Pasta Bowl, 16 oz. capacity, 11-1/4"" dia., round, melamine, Graham, NSF",DM581,,
DM5811J,"Pasta Bowl, 16 oz. capacity, 11-1/4"" dia., round, melamine, Jazz, NSF",DM581,,
GLCJ007,"Condiment Jar Only, 7 oz. capacity, glass, clear (48 each minimum order)",GLC,,
GLTWCC005,"Salt/Pepper Shaker, 1/2 oz. capacity, glass cube base, stainless steel bullet cap, dishwasher safe (4 dozen minimum order)",GLTWCC,,
GLTWCC205,"Salt/Pepper Shaker, 1/2 oz. capacity, glass cube base, gold plated bullet cap, dishwasher safe (4 dozen minimum order)",GLTWCC,,
